EquipmentID;Location;LastDate;initial_date;dvr_OB;dvr_OBV;dvr_OBH;dvr_IB;dvr_IBV;dvr_IBH;dvr_A;dvn_IB;dvn_IBV;dvn_IBH;dvn_OB;dvn_OBV;dvn_OBH;dvn_A;vib_alert;vib_danger;acc_alert;acc_danger;vib_max;acc_max;driver;driven;indikasi;remark;saran
21P16B;LOC I;07/28/2020;09/23/2020;0.24;0.51;2.30;0.20;0.55;1.77;0.52;1.97;3.39;6.58;0.42;2.09;6.13;2.55;4.5;7.1;5;10;6.58;1.97;MTR;PUMP;ALERT, Indikasi unbalance;UNBALANCE;Periksa kondisi coupling, balancing rotor pompa, realignment motor terhadap pompa seteleh selesai perbaikan
21P17;LOC I;09/23/2020;09/23/2020;0.2;0.19;0.58;0.24;0.2;0.57;0.28;1.19;0.54;1.13;0.95;0.48;0.58;0.35;4.5;7.1;5;10;1.13;1.19;MTR;PUMP;NORMAL, Masih dimonitoring;;Ganti bearing motor, periksa internal part motor
21P2A;LOC I;;09/23/2020;;;;;;;;;;;;;;;4.5;7.1;5;10;;;MTR;PUMP;;;
21P2B;LOC I;;09/23/2020;;;;;;;;;;;;;;;4.5;7.1;5;10;;;MTR;PUMP;;;
21P3;LOC I;;09/23/2020;;;;;;;;;;;;;;;2.82;4.5;5;10;;;MTR;PUMP;;;
21P3A;LOC I;09/23/2020;09/23/2020;0.57;0.5;4.24;0.29;0.75;4.54;1.55;1.06;0.84;1.16;0.89;0.89;0.8;0.58;2.82;4.5;5;10;4.54;1.06;MTR;PUMP;DANGER, Indikasi stator eccentric (soft foot);SOFT FOOT;Periksa kerataan kaki motor, solo run motor, realignment motor terhadap pompa
21P3B;LOC I;09/08/2020;09/23/2020;0.29;0.42;1.20;0.26;0.68;1.04;0.84;0.33;3.41;1.83;1.11;2.60;1.37;1.25;2.82;4.5;5;10;3.41;1.11;MTR;PUMP;ALERT, Indikasi unbalance;UNBALANCE;Periksa kondisi coupling, realignment motor terhadap pompa
21P4;LOC I;09/23/2020;09/23/2020;0.61;0.47;1.37;0.74;0.5;1.25;0.56;0.94;2.03;0.69;0.83;1.44;0.8;0.91;2.82;4.5;5;10;2.03;0.94;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi coupling, balancing rotor pompa, solo run motoR
21P5;LOC I;09/23/2020;09/23/2020;0.45;0.62;0.76;0.5;0.55;0.72;0.69;0.77;2.71;1.01;0.56;2.27;1.08;1.49;4.5;7.1;5;10;2.71;0.77;MTR;PUMP;NORMAL, Masih dimonitoring;;Cleaning strainer pompa, atur bukaan valve pompa, periksa internal part pompa
21P6A;LOC I;09/23/2020;09/23/2020;0.65;2.55;3.98;0.65;2.91;4.15;2.38;2.53;15.29;15.93;2.02;10.51;5.29;4.55;4.5;7.1;5;10;15.93;2.53;MTR;PUMP;ALERT, Indikasi mechanical looseness pada pompa;MECH. LOOSE;Periksa kondisi lube oil pada kesempatan pertama, periksa clearence bearing pompa, periksa axial end play shaft pompa, periksa internal part pompa
21P6B;LOC I;09/08/2020;09/23/2020;0.19;1.07;3.86;0.37;0.50;3.68;1.09;1.92;1.84;2.02;1.27;1.22;1.36;0.82;4.5;7.1;5;10;3.86;1.92;MTR;PUMP;NORMAL, Masih dimonitoring;;
21P7A;LOC I;09/23/2020;09/23/2020;0.39;3.36;5.67;0.21;0.5;3.8;0.52;4.32;0.87;1.28;1.37;0.83;0.91;0.64;4.5;7.1;5;10;5.67;4.32;MTR;PUMP;ALERT, Indikasi stator eccentric (soft foot);SOFT FOOT;Lakukan solo run motor, periksa kerataan kaki motor, periksa kondisi coupling, realignment motor terhadap pompa
21P7B;LOC I;08/04/2020;09/23/2020;0.22;1.98;5.09;0.69;2.50;5.47;2.09;1.20;3.28;2.31;0.76;2.52;2.44;1.63;4.5;7.1;5;10;5.47;1.2;MTR;PUMP;ALERT, Indikasi stator eccentric (soft foot);SOFT FOOT;Periksa kerataan kaki motor, solo run motor, realignment motor terhadap pompa
21P8;LOC I;09/23/2020;09/23/2020;0.71;0.84;0.76;1.04;0.96;0.88;0.87;0.78;4.19;3.42;1.13;4.54;2;1.25;4.5;7.1;5;10;4.54;1.13;MTR;PUMP;ALERT, Indikasi unbalance dan misalignment;UNBALANCE;Periksa kondisi coupling pada kesempatan pertama, balancing rotor pompa, realignment motor terhadap pompa
21P9A;LOC I;09/23/2020;09/23/2020;0.31;0.68;1.78;0.38;1.14;1.03;1.29;1.21;2.56;4.41;1.5;2.39;3.49;2.35;4.5;7.1;5;10;4.41;1.5;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi coupling, cleaning strainer pompa, atur bukaan valve pompa, periksa internal part pompa, realignment motor terhadap pompa
21P9B;LOC I;08/11/2020;09/23/2020;0.30;1.58;4.16;0.36;2.41;4.48;2.80;0.98;1.42;2.91;1.05;1.21;2.20;1.91;4.5;7.1;5;10;4.48;1.05;MTR;PUMP;NORMAL, Masih dimonitoring;;Cleaning strainer pompa, atur bukaan valve pompa, periksa internal part pompa
22K1;LOC I;09/23/2020;09/23/2020;0.17;0.91;0.82;0.15;0.89;0.63;0.5;;;;;;;;7.1;11.2;5;10;0.91;0.17;MTR;COMP;NORMAL, Masih dimonitoring;;Periksa internal part compressor
22P2A;LOC I;08/04/2020;09/23/2020;0.35;0.97;1.34;0.42;0.52;0.96;1.21;1.11;1.65;2.01;1.16;1.51;1.66;1.11;2.82;4.5;5;10;2.01;1.16;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi coupling, realignment motor terhadap pompa
22P2B;LOC I;09/23/2020;09/23/2020;0.28;0.42;1.43;0.38;1.25;1.4;1.25;2.18;3.84;3.92;1.19;3.02;3.13;1.21;2.82;4.5;5;10;3.92;2.18;MTR;PUMP;ALERT, Indikasi unbalance dan misalignment;UNBALANCE;Periksa kondisi coupling pada kesempatan pertama, balancing rotor pompa, realignment motor terhadap pompa
22P3A;LOC I;09/23/2020;09/23/2020;0.15;0.23;0.91;0.22;0.34;0.88;0.66;0.7;2.35;2.31;0.27;1.75;1.85;0.67;2.82;4.5;5;10;2.35;0.7;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi coupling, balancing rotor pompa, solo run motor
22P3B;LOC I;;09/23/2020;;;;;;;;;;;;;;;2.82;4.5;5;10;;;MTR;PUMP;;pompa panas;
22P4A;LOC I;09/23/2020;09/23/2020;0.35;0.5;0.75;0.8;0.53;0.82;0.52;0.75;1.56;2.12;0.38;0.84;1.06;1.68;7.1;11.2;5;10;2.12;0.8;MTR;PUMP;NORMAL, Masih dimonitoring;;
22P4B;LOC I;07/06/2020;09/23/2020;0.48;1.00;1.62;0.41;1.06;1.30;1.04;2.31;1.83;2.08;3.47;1.22;1.60;1.00;7.1;11.2;5;10;2.08;3.47;MTR;PUMP;NORMAL, Masih dimonitoring;;Ganti bearing motor, periksa internal part motor
22P5A;LOC I;12/17/2019;09/23/2020;0.06;0.35;0.24;0.05;0.15;0.15;0.16;0.04;0.08;0.12;0.03;0.09;0.16;0.17;2.82;4.5;5;10;0.35;0.06;MTR;PUMP;NORMAL, Masih dimonitoring;;
22P5B;LOC I;11/12/2019;09/23/2020;0.15;0.30;0.19;0.06;0.19;0.16;0.27;0.09;0.22;0.20;0.11;0.28;0.31;0.23;2.82;4.5;5;10;0.31;0.15;MTR;PUMP;NORMAL, Masih dimonitoring;;
22P6A (Vertical);LOC I;09/23/2020;09/23/2020;0.33;2.28;1.12;0.54;1.76;1.82;0.91;0.35;2.54;2.08;0.13;0.83;1.51;1.34;2.82;4.5;5;10;2.54;0.54;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi fan motor pada kesempatan pertama, periksa internal part motor, balancing rotor motor, solo run motor
22P6B (Vertical);LOC I;07/28/2020;09/23/2020;0.22;1.65;0.76;0.41;1.16;0.56;0.49;0.07;0.95;0.77;0.08;0.81;0.58;0.60;2.82;4.5;5;10;1.65;0.41;MTR;PUMP;NORMAL, Masih dimonitoring;;
23P10A;LOC I;09/23/2020;09/23/2020;0.33;0.44;1.36;0.5;0.71;1.32;0.57;0.67;2.58;2.07;0.77;2.1;1.54;1.49;4.5;7.1;5;10;2.58;0.77;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi coupling, realignment motor terhadap pompa
23P10B;LOC I;03/10/2020;09/23/2020;1.08;1.63;3.26;2.10;3.57;4.33;2.99;1.33;4.62;2.50;1.48;3.50;1.79;1.03;4.5;7.1;5;10;4.62;2.1;MTR;PUMP;ALERT, Indikasi unbalance dan misalignment;UNBALANCE, MISALIGNMENT;Periksa kondisi coupling pada kesempatan pertama, balancing rotor pompa, realignment motor terhadap pompa
23P4;LOC I;09/23/2020;09/23/2020;0.36;0.28;2.89;0.33;0.4;2.48;0.99;0.63;1.26;1.81;0.76;1.71;1.8;1.73;4.5;7.1;5;10;2.89;0.76;MTR;PUMP;NORMAL, Masih dimonitoring;;Cleaning strainer pompa, atur bukaan valve pompa, periksa internal part pompa
23P5A;LOC I;09/23/2020;09/23/2020;0.63;3.09;7.24;0.54;0.76;5.28;0.85;1.22;2.51;1.87;0.85;1.84;1.48;1.9;7.1;11.2;5;10;7.24;1.22;MTR;PUMP;ALERT, Indikasi stator eccentric (soft foot);SOFT FOOT;Lakukan solo run motor, periksa kerataan kaki motor, periksa kondisi coupling, realignment motor terhadap pompa
23P5B;LOC I;09/08/2020;09/23/2020;0.73;1.45;2.86;1.30;1.52;3.61;1.62;1.23;1.32;2.16;1.25;1.07;1.58;0.84;7.1;11.2;5;10;3.61;1.3;MTR;PUMP;NORMAL, Masih dimonitoring;;Ganti bearing motor, periksa internal part motor
23P6;LOC I;05/29/2017;09/23/2020;0.52;0.48;1.38;0.81;1.39;1.37;1.39;0.52;0.48;1.38;0.81;1.39;1.37;1.39;4.5;7.1;5;10;1.39;0.81;MTR;PUMP;NORMAL, Masih dimonitoring;;
23P7A;LOC I;09/23/2020;09/23/2020;0.16;0.5;1.93;0.26;1.24;1.98;1;1.05;1.1;1.88;1.59;0.93;1.41;1.3;2.82;4.5;5;10;1.98;1.59;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi coupling, realignment motor terhadap pompa
23P7B;LOC I;03/03/2020;09/23/2020;0.43;0.64;1.05;2.36;0.71;0.97;0.93;1.66;1.23;1.90;1.99;1.02;1.68;1.28;2.82;4.5;5;10;1.9;2.36;MTR;PUMP;NORMAL, Masih dimonitoring;;Ganti bearing motor, periksa internal part motor
23P8;LOC I;09/23/2020;09/23/2020;0.57;0.49;0.56;0.47;0.68;0.73;1;0.7;0.35;0.49;0.4;0.26;0.44;0.17;2.82;4.5;5;10;1;0.7;MTR;PUMP;NORMAL, Masih dimonitoring;;Ganti bearing motor, periksa internal part motor
23P9;LOC I;09/23/2020;09/23/2020;0.2;0.69;7.08;0.26;0.7;7;3.6;0.72;1.68;2.67;0.63;1.82;2.29;1.49;4.5;7.1;5;10;7.08;0.72;MTR;PUMP;ALERT, Indikasi stator eccentric (soft foot);SOFT FOOT;Lakukan solo run motor, periksa kerataan kaki motor, periksa kondisi coupling, realignment motor terhadap pompa
23P3A;LOC I;07/28/2020;09/23/2020;0.13;0.43;1.13;0.30;0.78;1.49;1.64;0.61;3.23;2.68;0.61;2.58;2.59;2.26;2.82;4.5;5;10;3.23;0.61;MTR;PUMP;ALERT, Indikasi unbalance;UNBALANCE;Periksa kondisi coupling, balancing rotor pompa, realignment motor terhadap pompa seteleh selesai perbaikan
23P3B;LOC I;09/23/2020;09/23/2020;0.71;0.63;1.45;2.41;1.88;1.14;1.54;0.49;0.95;1.17;0.86;0.69;0.81;0.33;2.82;4.5;5;10;1.88;2.41;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi coupling, balancing rotor pompa, solo run motor
23P12A;LOC I;05/04/2020;09/23/2020;0.16;0.26;0.32;0.08;0.22;0.23;0.23;0.18;0.14;0.34;0.21;0.15;0.37;0.22;2.82;4.5;5;10;0.37;0.21;MTR;PUMP;NORMAL, Masih dimonitoring;;
23P12B;LOC I;11/12/2019;09/23/2020;0.60;0.60;1.05;0.65;0.21;0.39;0.45;0.46;0.31;0.30;0.53;0.52;0.33;0.30;2.82;4.5;5;10;1.05;0.65;MTR;PUMP;NORMAL, Masih dimonitoring;;
23P14A;LOC I;07/02/2019;09/23/2020;0.46;0.72;1.92;0.19;0.40;1.53;0.54;0.43;0.83;1.31;0.52;0.75;1.09;0.56;2.82;4.5;5;10;1.92;0.52;MTR;PUMP;NORMAL, Masih dimonitoring;;
23P14B;LOC I;04/15/2019;09/23/2020;0.27;0.68;1.08;0.39;0.58;0.95;0.50;1.13;1.07;2.51;1.12;0.96;1.76;1.24;2.82;4.5;5;10;2.51;1.13;MTR;PUMP;NORMAL, Masih dimonitoring;;
24K1;LOC I;06/09/2020;09/23/2020;0.13;1.14;0.38;0.34;0.61;0.38;0.51;0.09;0.20;0.30;0.16;0.76;0.38;0.34;11.2;18;5;10;1.14;0.34;MTR;COMP;NORMAL, Masih dimonitoring;;
24K1-G;LOC I;06/09/2020;09/23/2020;0.58;0.80;0.89;0.98;0.82;0.82;0.33;;;;;;;;7.1;11.2;10;15;0.89;0.98;GB;COMP;NORMAL, Masih dimonitoring;;
24K1P1A -T;LOC I;09/23/2020;09/23/2020;1.06;0.28;0.24;1.38;0.22;0.22;0.28;0.43;0.46;0.4;0.63;0.55;0.47;0.61;4.5;7.1;10;15;0.61;1.38;TRB;PUMP;NORMAL, Masih dimonitoring;;Periksa clearance bearing pompa, periksa internal part pompa
24K1P1B;LOC I;12/17/2019;09/23/2020;0.12;0.39;1.81;0.13;0.69;1.31;0.80;1.73;0.50;0.92;0.70;0.58;0.77;1.50;4.5;7.1;5;10;1.81;1.73;MTR;PUMP;NORMAL, Masih dimonitoring;;
24K2 -T;LOC I;06/09/2020;09/23/2020;0.54;0.25;0.45;1.05;0.29;0.46;0.33;0.33;0.29;0.87;0.12;0.16;0.67;0.16;7.1;11.2;10;15;0.87;1.05;TRB;COMP;NORMAL, Masih dimonitoring;;
24K2P1A -T;LOC I;09/23/2020;09/23/2020;1.6;0.88;0.54;1.98;0.69;0.56;0.69;6.26;1.49;0.78;1.5;0.62;0.93;1.92;4.5;7.1;10;15;1.92;6.26;TRB;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi pelumasan bearing pompa pada kesempatan pertama, periksa clearance bearing pompa, periksa internal part pompa
24K2P1B;LOC I;07/16/2019;09/23/2020;0.33;1.05;1.81;0.39;1.52;1.51;1.40;1.85;1.59;1.68;0.84;0.98;1.40;0.91;4.5;7.1;5;10;1.81;1.85;MTR;PUMP;NORMAL, Masih dimonitoring;;
24P10;LOC I;09/21/2020;09/23/2020;0.62;0.52;3.99;0.4;2.7;3.23;3.66;0.79;1.58;2.15;0.77;1.26;1.56;1.03;2.82;4.5;5;10;3.99;0.79;MTR;PUMP;ALERT, Indikasi stator eccentric (soft foot);SOFT FOOT;Lakukan solo run motor, periksa kerataan kaki motor, Periksa kondisi coupling, realignment motor terhadap pompa
24P11;LOC I;09/21/2020;09/23/2020;0.7;1.03;2.04;2.57;1.9;2.88;2.87;0.71;1.95;2.1;0.89;2.19;3;1.55;2.82;4.5;5;10;3;2.57;MTR;PUMP;ALERT, Indikasi misalignment dan unbalance;MISALIGNMENT, UNBALANCE;Periksa kondisi coupling, periksa kerataan kaki motor, solo run motor, realignment motor terhadap pompa
24P12A;LOC I;09/21/2020;09/23/2020;0.48;0.96;2.43;0.58;0.6;3.2;1.16;1.65;4.81;3.17;1.5;2.73;2.58;3.24;2.82;4.5;5;10;4.81;1.65;MTR;PUMP;DANGER, Indikasi misalignment;MISALIGNMENT;Periksa kondisi coupling, periksa kerataan kaki motor, solo run motor, realignment motor terhadap pompa
24P12B;LOC I;06/16/2020;09/23/2020;0.91;0.80;3.65;1.22;0.96;3.45;1.67;1.14;1.26;3.30;1.31;1.25;1.45;0.71;2.82;4.5;5;10;3.65;1.31;MTR;PUMP;ALERT, Indikasi stator eccentric (soft foot);SOFT FOOT;Periksa kondisi coupling pada kesempatan pertama, periksa kondisi kerataan kaki-kaki motor, realignment motor terhadap pompa
24P13A;LOC I;09/21/2020;09/23/2020;1.24;1.02;2.54;1.82;1.16;2.78;0.94;1.21;1.73;3.37;1.43;1.45;2.12;1.52;2.82;4.5;5;10;3.37;1.82;MTR;PUMP;ALERT, Indikasi misalignment dan unbalance;MISALIGNMENT, UNBALANCE;Periksa kondisi coupling, periksa kerataan kaki motor, solo run motor, realignment motor terhadap pompa
24P13B;LOC I;08/24/2020;09/23/2020;0.70;2.51;3.86;0.21;1.32;3.69;1.11;1.29;1.48;2.35;1.30;1.20;1.73;1.35;2.82;4.5;5;10;3.86;1.3;MTR;PUMP;ALERT, Indikasi stator eccentric (soft foot);SOFT FOOT;Lakukan solo run motor, periksa kerataan kaki-kaki motor, periksa kondisi coupling, realignment motor terhadap pompa
24P15;LOC I;09/21/2020;09/23/2020;0.52;1.63;1.27;2;0.96;1.12;1.85;1.49;5.83;4.47;2.4;4.17;4.26;2.99;2.82;4.5;5;10;5.83;2.4;MTR;PUMP;DANGER, Indikasi misalignment;MISALIGNMENT;Periksa kondisi coupling, realignment motor terhadap pompa
24P16A;LOC I;08/18/2020;09/23/2020;0.29;0.63;0.65;0.34;0.64;0.86;0.24;1.91;3.36;5.14;2.01;2.62;4.73;3.56;2.82;4.5;5;10;5.14;2.01;MTR;PUMP;DANGER, Indikasi misalignment;MISALIGNMENT;Periksa kondisi coupling, realignment motor terhadap pompa
24P16B;LOC I;09/21/2020;09/23/2020;0.07;0.2;0.53;0.11;0.22;0.56;0.54;0.57;2.39;1.62;0.61;1.98;0.77;0.79;2.82;4.5;5;10;2.39;0.61;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi coupling pada kesempatan pertama, periksa internal part pompa, balancing rotor pompa
24P17A;LOC I;07/27/2020;09/23/2020;0.29;0.82;2.71;0.60;0.91;1.96;0.98;0.67;2.27;3.84;0.55;2.13;1.38;1.23;2.82;4.5;5;10;3.84;0.67;MTR;PUMP;ALERT, Indikasi BPF pada pompa;BPF;Cleaning strainer pompa, atur bukaan valve pompa, periksa internal part pompa
24P17B;LOC I;09/21/2020;09/23/2020;0.18;0.45;3.15;0.23;0.54;2.14;0.93;1.43;2.09;2.11;1.63;1.62;1.31;1.06;2.82;4.5;5;10;3.15;1.63;MTR;PUMP;ALERT, Indikasi stator eccentric (soft foot);SOFT FOOT;Lakukan solo run motor, periksa kerataan kaki motor, Periksa kondisi coupling, realignment motor terhadap pompa
24P19;LOC I;09/21/2020;09/23/2020;0.17;0.42;0.64;0.2;0.26;0.51;0.33;0.99;1.11;2.68;1.36;1.05;1.84;1.46;4.5;7.1;5;10;2.68;1.36;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi coupling, realignment motor terhadap pompa
24P20A (vertical);LOC I;08/18/2020;09/23/2020;0.37;1.48;1.60;0.38;1.29;1.11;0.68;0.87;1.15;1.10;0.84;0.48;0.49;0.39;2.82;4.5;5;10;1.6;0.87;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa pondasi dan support pada equipment
24P20B (vertical);LOC I;09/23/2020;09/23/2020;1.74;2.72;1.66;4.58;1.83;1.45;1.26;0.96;1.76;1.41;0.48;0.78;0.53;0.45;2.82;4.5;5;10;2.72;4.58;MTR;PUMP;NORMAL, Masih dimonitoring;;Regreasing bearing motor pada kesempatan pertama, ganti bearing motor, periksa internal part motor
24P2A;LOC I;09/23/2020;09/23/2020;0.31;1.21;2.06;0.39;1.76;1.71;1.38;0.63;1.72;1.54;0.65;0.25;0.23;0.27;7.1;11.2;5;10;2.06;0.65;MTR;PUMP;NORMAL, Masih dimonitoring;;
24P2B;LOC I;01/28/2020;09/23/2020;0.72;1.74;2.17;0.75;1.85;1.28;0.73;0.69;2.73;1.49;1.28;1.28;0.93;1.20;7.1;11.2;5;10;2.73;1.28;MTR;PUMP;NORMAL, Masih dimonitoring;;
24P3A;LOC I;09/23/2020;09/23/2020;0.13;1.06;2.06;0.66;0.8;2.12;1.33;3.86;3.25;2.24;4.04;3.21;2.05;2.49;4.5;7.1;5;10;3.25;4.04;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi coupling, balancing rotor pompa, realignment motor terhadap pompa seteleh selesai perbaikan
24P3B;LOC I;09/23/2020;09/23/2020;0.64;0.86;2.79;1.05;2.43;2.04;4.79;1.31;1.36;1.78;1.68;1.32;1;1.23;4.5;7.1;5;10;4.79;1.68;MTR;PUMP;ALERT, Indikasi stator eccentric (soft foot);SOFT FOOT;Lakukan solo run motor, periksa kerataan kaki motor, periksa kondisi coupling, realignment motor terhadap pompa
24P3C;LOC I;05/18/2020;09/23/2020;0.19;0.82;5.52;0.31;1.98;3.56;2.85;4.51;4.14;3.49;6.07;3.65;2.63;2.70;4.5;7.1;5;10;5.52;6.07;MTR;PUMP;ALERT, Indikasi stator eccentric (soft foot);SOFT FOOT;Lakukan solo run motor, periksa kerataan kaki motor, Periksa kondisi coupling, realignment motor terhadap pompa
24P5 (SYDN-vertical);LOC I;01/21/2019;09/23/2020;0.45;0.95;1.00;1.10;0.95;1.23;0.68;2.33;0.73;0.61;1.24;1.03;1.08;0.74;4.5;7.1;10;15;1.23;2.33;MTR;sydn;NORMAL, Masih dimonitoring;;
24P7A;LOC I;09/21/2020;09/23/2020;1.1;0.87;1.23;1.08;0.89;1.45;1.34;0.72;1.53;2.1;0.69;1.3;2.77;1.32;7.1;11.2;5;10;2.77;1.1;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi coupling, balancing rotor pompa, solo run motor
24P7B;LOC I;08/03/2020;09/23/2020;0.81;1.01;1.08;0.61;1.56;1.68;0.94;0.44;1.98;2.82;0.77;1.48;2.47;1.17;7.1;11.2;5;10;2.82;0.81;MTR;PUMP;NORMAL, Masih dimonitoring;;
24P8;LOC I;09/21/2020;09/23/2020;0.25;0.66;1.22;1.35;1;1.35;1.01;0.32;1.39;0.85;0.44;0.82;1.09;1.23;7.1;11.2;5;10;1.39;1.35;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi coupling, balancing rotor pompa, solo run motor
24P9A;LOC I;09/21/2020;09/23/2020;0.36;0.4;3.95;0.29;1.69;3.62;1.62;3.5;2.53;2.04;4.08;2.16;1.22;1.49;4.5;7.1;5;10;3.95;4.08;MTR;PUMP;NORMAL, Masih dimonitoring;;Lakukan solo run motor, periksa kerataan kaki motor, Periksa kondisi coupling, realignment motor terhadap pompa
24P9B;LOC I;08/10/2020;09/23/2020;0.23;0.79;3.17;0.21;0.87;2.69;0.67;2.72;1.68;1.96;3.08;1.40;1.40;1.18;4.5;7.1;5;10;3.17;3.08;MTR;PUMP;NORMAL, Masih dimonitoring;;Lakukan solo run motor, periksa kerataan kaki motor, Periksa kondisi coupling, realignment motor terhadap pompa
24S20K1;LOC I;;09/23/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;;;MTR;PUMP;;;
25P1A -T;LOC I;06/30/2020;09/23/2020;1.53;0.61;0.78;1.44;0.71;0.80;1.37;0.57;3.47;3.73;0.47;2.93;3.64;2.66;11.2;18;10;15;3.73;1.53;TRB;PUMP;NORMAL, Masih dimonitoring;;Periksa clearence bearing turbine, periksa axial end play dan radial lifting shaft turbine, periksa internal part turbine
25P1B;LOC I;05/04/2020;09/23/2020;0.09;0.69;3.22;0.23;1.26;3.77;1.14;0.56;3.30;4.32;0.89;6.35;5.37;4.38;11.2;18;5;10;6.35;0.89;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi coupling, terlihat pergerakan axial shaft motor, realignment motor terhadap pompa
32P101C;OM 30;02/23/2018;09/23/2020;0.25;0.47;0.75;0.09;0.51;0.83;0.49;1.12;1.12;0.02;0.95;1.24;1.11;1.41;11.2;18;5;10;1.41;1.12;MTR;PUMP;NORMAL, Masih dimonitoring;;
32P101B;OM 30;07/20/2018;09/23/2020;0.19;0.59;1.11;0.17;1.22;1.53;0.77;0.57;0.99;1.20;0.88;1.30;1.18;1.29;11.2;18;5;10;1.53;0.88;MTR;PUMP;NORMAL, Masih dimonitoring;;
32P101A;OM 30;;09/23/2020;;;;;;;;;;;;;;;11.2;18;5;10;;;MTR;PUMP;;;
36P101C;OM 30;;09/23/2020;;;;;;;;;;;;;;;11.2;18;5;10;;;MTR;PUMP;;;
36P101B;OM 30;;09/23/2020;;;;;;;;;;;;;;;11.2;18;5;10;;;MTR;PUMP;;;
36P101A;OM 30;;09/23/2020;;;;;;;;;;;;;;;11.2;18;5;10;;;MTR;PUMP;;;
37P101B;OM 30;;09/23/2020;;;;;;;;;;;;;;;11.2;18;5;10;;;MTR;PUMP;;;
37P101A;OM 30;05/12/2017;09/23/2020;0.57;1.12;1.36;4.19;2.79;1.97;1.01;4.57;2.56;4.00;3.02;2.22;2.95;1.87;11.2;18;5;10;4;4.57;MTR;PUMP;NORMAL, Masih dimonitoring;;
38P101A;OM 30;09/26/2019;09/23/2020;0.36;0.38;0.44;0.81;0.46;0.53;0.29;1.13;3.34;2.23;1.11;2.31;0.85;1.60;7.1;11.2;5;10;3.34;1.13;MTR;PUMP;NORMAL, Masih dimonitoring;;Cleaning strainer pompa, atur bukaan valve pompa, periksa internal part pompa
38P101B;OM 30;09/17/2020;09/23/2020;0.22;0.67;0.39;0.23;0.55;0.45;0.67;0.45;2.43;2.87;0.33;1.34;1.65;1.00;7.1;11.2;5;10;2.87;0.45;MTR;PUMP;NORMAL, Masih dimonitoring;;
38P111A;OM 30;;09/23/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;;;MTR;PUMP;;;
38P111B;OM 30;;09/23/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;;;MTR;PUMP;;;
38P111C;OM 30;;09/23/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;;;MTR;PUMP;;;
38P111D;OM 30;;09/23/2020;;;;;;;;;;;;;;;4.53;7.16;5;10;;;MTR;PUMP;;;
39P101;OM KPC;;09/23/2020;;;;;;;;;;;;;;;2.82;4.5;5;10;;;MTR;PUMP;;;
39P201 (SYDN);OM KPC;08/27/2020;09/23/2020;0.99;1.58;1.00;0.61;0.72;1.52;0.44;2.97;0.68;1.63;2.00;0.58;0.64;0.65;7.1;11.2;10;15;1.63;2.97;MTR;sydn;NORMAL, Masih dimonitoring;;
39P202A;OM KPC;09/24/2020;09/23/2020;0.29;1.5;2.66;0.38;2.24;2.42;1.54;1.82;3.03;2.84;1.62;2.57;2.29;1.86;7.1;11.2;5;10;3.03;1.82;MTR;PUMP;NORMAL, Masih dimonitoring;;Solo run motor pada kesempatan pertama, periksa kondisi rotor motor, magnetic center dan ganti bearing motor
39P202B;OM KPC;02/06/2020;09/23/2020;0.44;2.79;0.55;0.35;2.48;1.03;1.22;2.92;1.81;3.66;1.88;2.42;2.22;2.41;7.1;11.2;5;10;3.66;2.92;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi coupling, realignment motor terhadap pompa
39P203 (vertical);OM KPC;09/24/2020;09/23/2020;2.17;1.33;1.63;1.16;0.89;0.71;0.55;1.04;0.7;0.65;0.86;0.41;0.39;0.47;2.82;4.5;5;10;1.63;2.17;MTR;PUMP;NORMAL, Masih dimonitoring;;Periksa kondisi fan motor pada kesempatan pertama, periksa kondisi support pompa, solo run motor
39P204A (SYDN);OM KPC;01/30/2020;09/23/2020;0.69;0.93;1.22;1.16;0.61;0.77;0.40;1.73;0.50;0.78;1.73;0.65;0.69;0.61;7.1;11.2;10;15;1.22;1.73;MTR;sydn;NORMAL, Masih dimonitoring;;
